ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2021,44,10/6/2020,2142,59.50833,-63,SAT-HIGH,GEN,GEN,RCM2
2021,35,10/7/2020,948,52.32667,-54.48,SAT-HIGH,GEN,GEN,RCM1
2021,24,10/7/2020,1017,56.52,-60.265,SAT-HIGH,GEN,GEN,RCM3
2021,36,10/7/2020,1017,57.31667,-61.035,SAT-HIGH,GEN,GEN,RCM3
2021,35,10/7/2020,2113,52.43,-54.37167,SAT-HIGH,GEN,GEN,RCM3
2021,24,10/7/2020,2149,56.52,-60.265,SAT-HIGH,GEN,GEN,RCM2
2021,8,10/7/2020,2151,59.42833,-63.35667,SAT-HIGH,GEN,GEN,RCM2
2021,24,10/8/2020,1025,56.465,-60.18833,SAT-HIGH,GEN,GEN,RCM3
2021,36,10/8/2020,1025,57.27833,-61.075,SAT-HIGH,GEN,GEN,RCM3
2021,24,10/8/2020,2158,56.46667,-60.18833,SAT-HIGH,GEN,GEN,RCM2
2021,36,10/8/2020,2158,57.27833,-61.07667,SAT-HIGH,GEN,GEN,RCM2
2021,24,10/9/2020,2134,56.46667,-60.18833,SAT-HIGH,GEN,GEN,RCM3
2021,36,10/9/2020,2134,57.26667,-61.07833,SAT-HIGH,GEN,GEN,RCM3
2021,24,10/10/2020,1009,56.415,-60.13833,SAT-HIGH,GEN,GEN,RCM1
2021,36,10/10/2020,1009,57.26667,-61.07667,SAT-HIGH,GEN,GEN,RCM1
2021,45,10/10/2020,2143,59.035,-62.83833,SAT-HIGH,GEN,GEN,RCM3
2021,46,10/10/2020,2143,58.09333,-60.86667,SAT-HIGH,GEN,GEN,RCM3
2021,48,10/11/2020,948,56.09,-53.92,SAT-HIGH,GEN,GEN,RCM2
2021,10,10/11/2020,1016,55.72167,-58.235,SAT-HIGH,GEN,GEN,RCM1
2021,24,10/11/2020,1016,56.16667,-59.62,SAT-HIGH,GEN,GEN,RCM1
2021,36,10/11/2020,1016,57.26667,-61.07833,SAT-HIGH,GEN,GEN,RCM1
2021,47,10/11/2020,1016,55,-58.63,SAT-HIGH,GEN,GEN,RCM1
2021,49,10/11/2020,1440,60.24333,-63.815,RAD,RAD,RAD,CGBN
2021,47,10/11/2020,2150,55,-58.63,SAT-HIGH,GEN,GEN,RCM3
2021,50,10/11/2020,2150,57.31667,-57.885,SAT-HIGH,GEN,GEN,RCM3
2021,51,10/11/2020,2151,60.26167,-64.215,SAT-HIGH,GEN,GEN,RCM3
2021,52,10/12/2020,954,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,36,10/12/2020,1025,57.265,-61.07833,SAT-HIGH,GEN,GEN,RCM1
2021,51,10/12/2020,1025,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM1
2021,26,10/13/2020,933,53.48333,-51.45,SAT-HIGH,GEN,GEN,RCM3
2021,36,10/14/2020,1009,57.26667,-61.07833,SAT-HIGH,GEN,GEN,RCM2
2021,46,10/14/2020,1009,57.28333,-60.75333,SAT-HIGH,GEN,GEN,RCM2
2021,53,10/14/2020,1700,57.26667,-61.06667,R/V,PIN,LG,CGHL
2021,47,10/14/2020,2141,55,-58.63,SAT-HIGH,GEN,GEN,RCM1
2021,52,10/14/2020,2141,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,55,10/15/2020,1945,55.26667,-58.68333,R/V,GEN,GEN,CGHL
2021,56,10/15/2020,1945,55.28333,-58.73333,R/V,GEN,GEN,CGHL
2021,10,10/15/2020,2149,54.93167,-57.48667,SAT-HIGH,GEN,GEN,RCM1
2021,24,10/15/2020,2149,55.33167,-57.545,SAT-HIGH,GEN,GEN,RCM1
2021,47,10/15/2020,2149,55,-58.63,SAT-HIGH,GEN,GEN,RCM1
2021,52,10/15/2020,2149,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,52,10/16/2020,955,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,36,10/16/2020,1028,57.265,-61.07667,SAT-HIGH,GEN,GEN,RCM2
2021,42,10/16/2020,1028,57.925,-61.86167,SAT-HIGH,GEN,GEN,RCM2
2021,45,10/16/2020,1028,58.78333,-62.55333,SAT-HIGH,GEN,GEN,RCM2
2021,46,10/16/2020,1028,57.24333,-60.62833,SAT-HIGH,GEN,GEN,RCM2
2021,54,10/16/2020,1028,57.36667,-60.815,SAT-HIGH,GEN,GEN,RCM2
2021,26,10/18/2020,938,53.24833,-51.94167,SAT-HIGH,GEN,GEN,RCM1
2021,57,10/18/2020,938,51.87333,-52.16333,SAT-HIGH,GEN,GEN,RCM1
2021,58,10/18/2020,938,51.69833,-51.98833,SAT-HIGH,GEN,GEN,RCM1
2021,43,10/19/2020,948,55.63167,-54.82667,SAT-HIGH,GEN,GEN,RCM1
2021,36,10/19/2020,1017,57.265,-61.075,SAT-HIGH,GEN,GEN,RCM3
2021,56,10/19/2020,1017,55.36833,-58.59333,SAT-HIGH,GEN,GEN,RCM3
2021,59,10/19/2020,2114,53.13333,-55.41667,SAT-HIGH,GEN,GEN,RCM3
2021,52,10/19/2020,2149,54.02167,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,56,10/19/2020,2149,55.40667,-58.61,SAT-HIGH,GEN,GEN,RCM2
2021,52,10/20/2020,954,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,60,10/20/2020,954,54.48167,-54.83667,SAT-HIGH,GEN,GEN,RCM1
2021,53,10/20/2020,1028,56.92833,-60.97667,SAT-HIGH,GEN,GEN,RCM3
2021,52,10/21/2020,1000,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,51,10/21/2020,1032,60.29667,-64.3,SAT-HIGH,GEN,GEN,RCM3
2021,61,10/21/2020,1032,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM3
2021,62,10/21/2020,1032,59.86833,-63.94667,SAT-HIGH,GEN,GEN,RCM3
2021,46,10/22/2020,1009,56.61833,-59.95833,SAT-HIGH,GEN,GEN,RCM1
2021,52,10/22/2020,1009,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,47,10/22/2020,2141,55,-58.63,SAT-HIGH,GEN,GEN,RCM3
2021,52,10/22/2020,2141,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,53,10/22/2020,2141,56.59167,-60.48667,SAT-HIGH,GEN,GEN,RCM3
2021,56,10/22/2020,2141,55.11167,-58.27,SAT-HIGH,GEN,GEN,RCM3
2021,8,10/22/2020,2143,59.10667,-62.97333,SAT-HIGH,GEN,GEN,RCM3
2021,36,10/22/2020,2143,57.26667,-61.07667,SAT-HIGH,GEN,GEN,RCM3
2021,51,10/22/2020,2143,60.29667,-64.3,SAT-HIGH,GEN,GEN,RCM3
2021,61,10/22/2020,2143,59.72833,-63.72333,SAT-HIGH,GEN,GEN,RCM3
2021,63,10/22/2020,2143,60.475,-64.13,SAT-HIGH,GEN,GEN,RCM3
2021,64,10/22/2020,2143,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM3
2021,52,10/23/2020,946,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,65,10/23/2020,946,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,36,10/23/2020,1016,57.265,-61.075,SAT-HIGH,GEN,GEN,RCM1
2021,22,10/23/2020,2113,53.22667,-55.44,SAT-HIGH,GEN,GEN,RCM1
2021,52,10/24/2020,954,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,56,10/24/2020,954,55.00167,-58.005,SAT-HIGH,GEN,GEN,RCM2
2021,65,10/24/2020,954,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,36,10/24/2020,1024,57.26667,-61.07833,SAT-HIGH,GEN,GEN,RCM1
2021,51,10/24/2020,1024,60.29667,-64.3,SAT-HIGH,GEN,GEN,RCM1
2021,64,10/24/2020,1024,60.26167,-64.215,SAT-HIGH,GEN,GEN,RCM1
2021,66,10/24/2020,2126,55.11833,-58.18333,SAT-HIGH,GEN,GEN,RCM1
2021,36,10/24/2020,2158,57.27,-61.1,SAT-HIGH,GEN,GEN,RCM3
2021,46,10/25/2020,1002,56.12,-59.11667,SAT-HIGH,GEN,GEN,RCM2
2021,47,10/25/2020,1002,54.99833,-58.63,SAT-HIGH,GEN,GEN,RCM2
2021,52,10/25/2020,1002,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,65,10/25/2020,1002,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,66,10/25/2020,1002,55.105,-58.04667,SAT-HIGH,GEN,GEN,RCM2
2021,51,10/25/2020,1031,60.29667,-64.3,SAT-HIGH,GEN,GEN,RCM1
2021,64,10/25/2020,1031,60.26167,-64.215,SAT-HIGH,GEN,GEN,RCM1
2021,52,10/26/2020,1009,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,66,10/26/2020,1009,55.105,-58.04667,SAT-HIGH,GEN,GEN,RCM2
2021,64,10/26/2020,1042,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM1
2021,67,10/26/2020,1042,60.405,-64.405,SAT-HIGH,GEN,GEN,RCM1
2021,66,10/26/2020,2142,55.10333,-58.04333,SAT-HIGH,GEN,GEN,RCM1
2021,59,10/31/2020,949,51.28667,-55.585,SAT-HIGH,GEN,GEN,RCM1
2021,49,11/1/2020,1024,59.93667,-62.47833,SAT-HIGH,GEN,GEN,RCM3
2021,68,11/1/2020,1024,59.93667,-62.47833,SAT-HIGH,GEN,GEN,RCM3
2021,69,11/1/2020,1024,60.57833,-64.14167,SAT-HIGH,GEN,GEN,RCM3
2021,49,11/2/2020,1034,59.88833,-62.33667,SAT-HIGH,GEN,GEN,RCM3
2021,51,11/2/2020,1034,60.29667,-64.3,SAT-HIGH,GEN,GEN,RCM3
2021,61,11/2/2020,1034,59.73,-63.72333,SAT-HIGH,GEN,GEN,RCM3
2021,64,11/2/2020,1034,60.26333,-64.21333,SAT-HIGH,GEN,GEN,RCM3
2021,70,11/2/2020,1034,60.755,-63.48667,SAT-HIGH,GEN,GEN,RCM3
2021,71,11/2/2020,2132,59.155,-61.135,SAT-HIGH,GEN,GEN,RCM3
2021,65,11/3/2020,1009,53.89333,-56.83333,SAT-HIGH,GEN,GEN,RCM1
2021,72,11/3/2020,1009,57.00667,-61.05667,SAT-HIGH,GEN,GEN,RCM1
2021,73,11/4/2020,1017,59.29167,-62.045,SAT-HIGH,GEN,GEN,RCM1
2021,63,11/4/2020,2151,60.195,-63.15667,SAT-HIGH,GEN,GEN,RCM3
2021,74,11/4/2020,2151,59.10333,-62.025,SAT-HIGH,GEN,GEN,RCM3
2021,74,11/5/2020,1026,58.98333,-61.935,SAT-HIGH,GEN,GEN,RCM1
2021,65,11/5/2020,2123,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM1
2021,45,11/5/2020,2158,56.98833,-61.05167,SAT-HIGH,GEN,GEN,RCM3
2021,45,11/7/2020,1009,56.965,-61.01333,SAT-HIGH,GEN,GEN,RCM2
2021,47,11/7/2020,1009,54.99833,-58.63,SAT-HIGH,GEN,GEN,RCM2
2021,75,11/7/2020,1009,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,49,11/7/2020,2142,59.82333,-61.81,SAT-HIGH,GEN,GEN,RCM1
2021,51,11/7/2020,2142,60.295,-64.3,SAT-HIGH,GEN,GEN,RCM1
2021,61,11/7/2020,2142,59.72833,-63.72333,SAT-HIGH,GEN,GEN,RCM1
2021,64,11/7/2020,2142,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM1
2021,74,11/7/2020,2142,58.64,-61.44833,SAT-HIGH,GEN,GEN,RCM1
2021,45,11/8/2020,2149,56.96,-61.01333,SAT-HIGH,GEN,GEN,RCM1
2021,47,11/8/2020,2149,54.99833,-58.63333,SAT-HIGH,GEN,GEN,RCM1
2021,75,11/8/2020,2149,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,45,11/9/2020,1025,56.87167,-61.015,SAT-HIGH,GEN,GEN,RCM2
2021,61,11/9/2020,1025,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM2
2021,64,11/9/2020,1025,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM2
2021,76,11/9/2020,1025,56.92833,-61.185,SAT-HIGH,GEN,GEN,RCM2
2021,77,11/9/2020,1025,56.945,-61.03667,SAT-HIGH,GEN,GEN,RCM2
2021,59,11/9/2020,2123,51.3,-55.55333,SAT-HIGH,GEN,GEN,RCM2
2021,54,11/10/2020,1002,54.655,-56.855,SAT-HIGH,GEN,GEN,RCM3
2021,75,11/10/2020,1002,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,78,11/10/2020,1002,52.74667,-55.77833,SAT-HIGH,GEN,GEN,RCM3
2021,42,11/10/2020,1034,57.82667,-61.48833,SAT-HIGH,GEN,GEN,RCM2
2021,51,11/10/2020,1034,60.29667,-64.3,SAT-HIGH,GEN,GEN,RCM2
2021,61,11/10/2020,1034,59.72833,-63.72333,SAT-HIGH,GEN,GEN,RCM2
2021,64,11/10/2020,1034,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM2
2021,75,11/11/2020,1009,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,76,11/11/2020,1009,56.93,-61.185,SAT-HIGH,GEN,GEN,RCM3
2021,61,11/13/2020,1025,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM3
2021,64,11/13/2020,1025,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM3
2021,65,11/13/2020,2123,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM3
2021,75,11/13/2020,2123,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,51,11/14/2020,1034,60.09,-64.02,SAT-HIGH,GEN,GEN,RCM3
2021,64,11/14/2020,1034,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM3
2021,65,11/14/2020,2132,53.895,-56.835,SAT-HIGH,GEN,GEN,RCM3
2021,75,11/14/2020,2132,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,36,11/15/2020,1009,54.93333,-57.73667,SAT-HIGH,GEN,GEN,RCM1
2021,79,11/16/2020,1017,55.69833,-59.23833,SAT-HIGH,GEN,GEN,RCM1
2021,51,11/17/2020,1026,60.09167,-64.02,SAT-HIGH,GEN,GEN,RCM1
2021,61,11/17/2020,1026,59.73,-63.72333,SAT-HIGH,GEN,GEN,RCM1
2021,64,11/17/2020,1026,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM1
2021,47,11/18/2020,1002,55,-58.63,SAT-HIGH,GEN,GEN,RCM2
2021,65,11/18/2020,1002,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,75,11/18/2020,1002,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,64,11/21/2020,1025,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM2
2021,61,11/22/2020,1034,59.72833,-63.72333,SAT-HIGH,GEN,GEN,RCM2
2021,64,11/22/2020,1034,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM2
2021,47,11/22/2020,2132,54.99833,-58.63,SAT-HIGH,GEN,GEN,RCM2
2021,65,11/22/2020,2132,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,47,11/23/2020,1010,54.99833,-58.63,SAT-HIGH,GEN,GEN,RCM3
2021,75,11/23/2020,1010,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,61,11/23/2020,1040,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM2
2021,64,11/23/2020,1040,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM2
2021,80,11/24/2020,1017,56.05333,-58.68667,SAT-HIGH,GEN,GEN,RCM3
2021,64,11/25/2020,1025,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM3
2021,65,11/25/2020,2124,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,75,11/25/2020,2124,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM3
2021,47,11/27/2020,1009,55,-58.63,SAT-HIGH,GEN,GEN,RCM1
2021,81,11/27/2020,1009,57.45,-60.93167,SAT-HIGH,GEN,GEN,RCM1
2021,51,11/27/2020,2142,60.09,-64.02,SAT-HIGH,GEN,GEN,RCM3
2021,61,11/27/2020,2142,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM3
2021,64,11/27/2020,2142,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM3
2021,81,11/27/2020,2142,57.42833,-60.82,SAT-HIGH,GEN,GEN,RCM3
2021,82,11/27/2020,2142,60.29667,-64.3,SAT-HIGH,GEN,GEN,RCM3
2021,73,11/28/2020,1017,57.40833,-60.49,SAT-HIGH,GEN,GEN,RCM1
2021,83,11/28/2020,1017,61.61667,-61.39167,SAT-HIGH,GEN,GEN,RCM1
2021,84,11/28/2020,1017,61.26667,-62.49167,SAT-HIGH,GEN,GEN,RCM1
2021,47,11/28/2020,2150,55,-58.63,SAT-HIGH,GEN,GEN,RCM3
2021,65,11/28/2020,2150,54.02167,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,51,11/29/2020,1026,60.09,-64.02,SAT-HIGH,GEN,GEN,RCM1
2021,61,11/29/2020,1026,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM1
2021,64,11/29/2020,1026,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM1
2021,73,11/29/2020,1026,57.22167,-60.21167,SAT-HIGH,GEN,GEN,RCM1
2021,75,11/29/2020,2123,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM1
2021,64,11/30/2020,1033,60.26167,-64.21333,SAT-HIGH,GEN,GEN,RCM1
2021,65,11/30/2020,2132,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,75,11/30/2020,2132,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM1
2021,85,11/30/2020,2134,56.75333,-60.39333,SAT-HIGH,GEN,GEN,RCM1
2021,86,12/1/2020,1008,56.50333,-60.25167,SAT-HIGH,GEN,GEN,RCM2
2021,65,12/1/2020,2141,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,75,12/1/2020,2141,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM1
2021,65,12/3/2020,953,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,79,12/3/2020,953,54.65667,-56.855,SAT-HIGH,GEN,GEN,RCM3
2021,65,12/3/2020,2121,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,65,12/6/2020,2149,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM2
2021,51,12/6/2020,2151,60.09,-64.02,SAT-HIGH,GEN,GEN,RCM2
2021,61,12/6/2020,2151,59.72833,-63.72333,SAT-HIGH,GEN,GEN,RCM2
2021,51,12/7/2020,1023,60.09,-64.01833,SAT-HIGH,GEN,GEN,RCM3
2021,61,12/7/2020,1023,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM3
2021,65,12/7/2020,2121,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,65,12/8/2020,1001,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM1
2021,87,12/8/2020,1001,54.95167,-58.85,SAT-HIGH,GEN,GEN,RCM1
2021,61,12/8/2020,1034,59.72833,-63.725,SAT-HIGH,GEN,GEN,RCM3
2021,88,12/10/2020,948,55.68333,-55.64333,SAT-HIGH,GEN,GEN,RCM2
2021,80,12/13/2020,941,54.44667,-54.18667,SAT-HIGH,GEN,GEN,RCM3
2021,89,12/16/2020,2132,54.82167,-57.465,SAT-HIGH,GEN,GEN,RCM2
2021,85,12/19/2020,956,55.01,-58.11,SAT-HIGH,GEN,GEN,RCM1
2021,65,12/20/2020,2132,54.02,-57.03667,SAT-HIGH,GEN,GEN,RCM3
2021,89,12/21/2020,1008,54.82,-57.43167,SAT-HIGH,GEN,GEN,RCM1
2021,65,12/23/2020,2121,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM1
2021,65,12/25/2020,1008,53.89333,-56.83333,SAT-HIGH,GEN,GEN,RCM2
2021,90,12/27/2020,1026,59.55,-60.17833,SAT-HIGH,GEN,GEN,RCM2
2021,65,12/27/2020,2121,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,65,12/28/2020,2132,53.89333,-56.835,SAT-HIGH,GEN,GEN,RCM2
2021,91,12/29/2020,2142,58.85167,-58.06667,SAT-HIGH,GEN,GEN,RCM2
2021,92,12/31/2020,956,54.92333,-57.01667,SAT-HIGH,GEN,GEN,RCM1
2021,93,12/31/2020,956,54.92,-57.01667,SAT-HIGH,GEN,GEN,RCM1
2021,61,12/31/2020,1026,59.655,-62.59833,SAT-HIGH,GEN,GEN,RCM3
2021,92,1/13/2021,1458,53.01667,-55.41333,VIS,DD,SM,FRHZ
2021,94,1/17/2021,2132,55.945,-56.205,SAT-HIGH,GEN,GEN,RCM1
2021,20001,1/21/2021,1003,54.815,-55.69667,SAT-LOW,GEN,MED,SN1B
2021,20002,1/22/2021,1043,60.805,-63.515,SAT-HIGH,GEN,MED,SN1B
2021,20004,1/22/2021,1545,60.07,-61.99833,SAT-HIGH,NTB,MED,SN2A
2021,20005,1/22/2021,1545,60.04833,-62.47833,SAT-HIGH,NTB,SM,SN2A
2021,20006,1/22/2021,1545,60.425,-62.415,SAT-HIGH,NTB,SM,SN2A
2021,20007,1/22/2021,1545,60.005,-62.04,SAT-HIGH,NTB,MED,SN2A
2021,20008,1/22/2021,1545,60.07167,-61.90667,SAT-HIGH,NTB,SM,SN2A
2021,20009,1/22/2021,1545,60.44333,-62.32667,SAT-HIGH,NTB,SM,SN2A
2021,20010,1/22/2021,1545,60.46667,-62.39333,SAT-HIGH,NTB,SM,SN2A
2021,20003,1/23/2021,948,51.48333,-54.35833,SAT-LOW,GEN,MED,SN1B
2021,20011,1/23/2021,1516,57.16167,-58.63833,SAT-HIGH,NTB,MED,SN2A
2021,20012,1/23/2021,1516,57.02333,-58.53333,SAT-HIGH,NTB,SM,SN2A
2021,20013,1/23/2021,1516,57.17833,-58.64667,SAT-HIGH,NTB,MED,SN2A
2021,20006,1/24/2021,1535,60.40167,-62.745,SAT-HIGH,NTB,SM,SN2B
2021,20007,1/24/2021,1535,59.875,-62.09333,SAT-HIGH,NTB,SM,SN2B
2021,20009,1/24/2021,1535,60.42333,-62.9,SAT-HIGH,NTB,SM,SN2B
2021,20010,1/24/2021,1535,60.42333,-62.9,SAT-HIGH,NTB,SM,SN2B
2021,20014,1/24/2021,1535,59.94,-61.27667,SAT-HIGH,NTB,SM,SN2B
2021,20015,1/24/2021,1535,59.595,-61.22667,SAT-HIGH,NTB,SM,SN2B
2021,20016,1/24/2021,1535,59.875,-61.10833,SAT-HIGH,NTB,SM,SN2B
2021,20001,1/27/2021,1004,53.805,-55.54167,SAT-LOW,GEN,MED,SN1A
2021,20017,1/27/2021,1004,53.89333,-56.83333,SAT-LOW,GEN,MED,SN1A
2021,20017,1/28/2021,955,53.89333,-56.83333,SAT-LOW,GEN,SM,SN1B
2021,20018,1/28/2021,956,52.06167,-54,SAT-LOW,GEN,MED,SN1B
2021,20019,1/28/2021,956,51.555,-54.59333,SAT-LOW,GEN,SM,SN1B
2021,61,1/29/2021,2149,58.20333,-62.32333,SAT-LOW,GEN,SM,SN1B
2021,20005,1/29/2021,2149,59.84833,-63.765,SAT-LOW,GEN,MED,SN1B
2021,20007,1/29/2021,2149,59.27,-62.975,SAT-HIGH,GEN,MED,SN1B
2021,20009,1/29/2021,2149,59.85167,-63.82667,SAT-LOW,GEN,SM,SN1B
2021,20010,1/29/2021,2149,59.83333,-63.83667,SAT-HIGH,GEN,MED,SN1B
2021,20020,1/29/2021,2149,57.97167,-61.92,SAT-HIGH,GEN,MED,SN1B
2021,20021,1/29/2021,2149,58.59333,-62.52667,SAT-LOW,GEN,SM,SN1B
2021,20002,1/29/2021,2150,60.94,-64.31167,SAT-LOW,GEN,MED,SN1B
2021,20022,1/30/2021,1507,54.70833,-56.90333,SAT-HIGH,NTB,MED,SN2A
2021,20011,1/30/2021,2141,55.9,-59.18667,SAT-LOW,GEN,SM,SN1A
2021,20012,1/30/2021,2141,56.16333,-58.98,SAT-LOW,GEN,SM,SN1A
2021,20013,1/30/2021,2141,56.03167,-59.42333,SAT-LOW,GEN,MED,SN1A
2021,20023,1/31/2021,1019,56.12833,-60.00167,SAT-LOW,GEN,MED,SN1B
2021,61,1/31/2021,1526,58.025,-61.94,SAT-HIGH,NTB,SM,SN2B
2021,20021,1/31/2021,1526,58.44167,-62.27833,SAT-HIGH,NTB,MED,SN2B
2021,20011,2/2/2021,1516,55.645,-59.13833,SAT-HIGH,NTB,BB,SN2A
2021,94,2/3/2021,956,54.445,-53.89,SAT-LOW,GEN,SM,SN1A
2021,20022,2/3/2021,956,54.02,-57.035,SAT-HIGH,GEN,MED,SN1A
2021,20024,2/3/2021,956,54.01667,-53.29333,SAT-LOW,GEN,SM,SN1A
2021,20003,2/4/2021,948,50.31333,-53.57833,SAT-LOW,GEN,MED,SN1B
2021,20025,2/10/2021,1526,57.67833,-60.025,SAT-HIGH,NTB,SM,SN2B
2021,20026,2/10/2021,1526,57.825,-61.30833,SAT-HIGH,NTB,SM,SN2B
2021,61,2/10/2021,2149,57.17167,-61.12667,SAT-LOW,GEN,MED,SN1B
2021,20014,2/10/2021,2149,57.875,-61.41167,SAT-LOW,GEN,SM,SN1B
